location_id,kind,bank_id,district_id,display_name,lat,lon,area_type,source,activity_index,is_24hr,cash_dispensing,notes
LOC-02519,BRANCH,BNK-006,MH-THA,Shree Warana Sahakari Bank – Thane,19.014568,73.014826,urban,osm,0.72,false,true,
LOC-02520,BRANCH,BNK-014,MH-THA,Abhyudaya Co-Operative Bank – Thane,19.014792,73.015048,urban,osm,0.67,false,true,
LOC-02521,BRANCH,BNK-006,MH-THA,Central Bank Of India – Thane,19.016058,73.016205,urban,osm,0.67,false,true,
LOC-02522,BRANCH,BNK-015,MH-THA,Axis Bank – Thane,19.017833,73.016416,semi_urban,osm,0.66,false,true,
LOC-02523,BRANCH,BNK-011,MH-THA,Bank Of Maharashtra – Thane,19.012178,73.014000,urban,osm,0.7,false,true,
LOC-02524,BRANCH,BNK-013,MH-THA,Hdfc Bank – Thane,19.012898,73.013836,urban,osm,0.84,false,true,
LOC-02525,BRANCH,BNK-016,MH-THA,Kotak Mahindra Bank – Thane,19.013815,73.014091,urban,osm,0.62,false,true,
LOC-02526,BRANCH,BNK-003,MH-THA,Dena Bank – Thane,19.013466,73.013023,urban,osm,0.77,false,true,legacy OSM tag (merged into Bank of Baroda)
LOC-02527,BRANCH,BNK-002,MH-THA,Punjab National Bank – Thane,19.013892,73.012040,urban,osm,0.75,false,true,
LOC-02528,BRANCH,BNK-003,MH-THA,Bank Of Baroda – Thane,19.011715,73.012054,urban,osm,0.85,false,true,
LOC-02529,BRANCH,BNK-005,MH-THA,Andhra Bank – Thane,19.011354,73.012336,semi_urban,osm,0.63,false,true,legacy OSM tag (merged into Union Bank of India)
LOC-02530,BRANCH,BNK-017,MH-THA,Yes Bank – Thane,19.010891,73.011902,semi_urban,osm,0.46,false,true,
LOC-02531,BRANCH,BNK-001,MH-THA,Sbi - Seawoods Nri – Thane,19.010742,73.011756,urban,osm,0.88,false,true,
LOC-02532,ATM,BNK-023,MH-THA,ATM – Thane,19.033817,73.017041,urban,osm,0.7,true,true,
LOC-02533,BRANCH,BNK-001,MH-THA,State Bank Of India – Thane,19.033774,73.017034,urban,osm,0.78,false,true,
LOC-02534,BRANCH,BNK-005,MH-THA,Union Bank Of India – Thane,19.033618,73.017722,urban,osm,0.86,false,true,
LOC-02535,ATM,BNK-001,MH-THA,ATM – Thane,19.043487,73.024078,urban,osm,0.68,true,true,
LOC-02536,BRANCH,BNK-003,MH-THA,Bank Of Baroda – Thane,19.045040,73.023616,urban,osm,0.73,false,true,
LOC-02537,ATM,BNK-015,MH-THA,ATM – Thane,19.043821,73.022979,urban,osm,0.65,true,true,
LOC-02538,BRANCH,BNK-005,MH-THA,Union Bank Of India – Thane,19.042892,73.022677,urban,osm,0.79,false,true,
LOC-02539,BRANCH,BNK-013,MH-THA,Hdfc Bank – Thane,19.043855,73.008876,semi_urban,osm,0.6,false,true,
LOC-02540,BRANCH,BNK-013,MH-THA,Hdfc Atm – Thane,19.074349,73.017729,urban,osm,0.74,false,true,
LOC-02541,BRANCH,BNK-003,MH-THA,The Maharashtra State Co-Operative Bank Ltd – Thane,19.069360,73.001915,urban,osm,0.69,false,true,
LOC-02542,ATM,BNK-003,MH-THA,ATM – Thane,19.066997,73.008772,semi_urban,osm,0.49,true,true,
LOC-02543,BRANCH,BNK-001,MH-THA,State Bank Of India – Thane,19.057527,73.005120,urban,osm,0.8,false,true,
LOC-02544,BRANCH,BNK-013,MH-THA,Hdfc Bank – Thane,19.069255,72.998882,urban,osm,0.75,false,true,
LOC-02545,BRANCH,BNK-013,MH-THA,Hdfc Bank – Thane,19.072865,72.987558,semi_urban,osm,0.69,false,true,
LOC-02546,BRANCH,BNK-003,MH-THA,Dena Bank – Vashi,19.072851,72.988439,urban,osm,0.84,false,true,legacy OSM tag (merged into Bank of Baroda)
LOC-02547,ATM,BNK-001,MH-MSB,ATM – Mumbai Suburban,19.035608,72.924432,urban,osm,0.71,true,true,
LOC-02548,ATM,BNK-013,MH-MSB,ATM – Mumbai Suburban,19.038079,72.925629,urban,osm,0.72,true,true,
LOC-02549,BRANCH,BNK-002,MH-MSB,Punjab National Bank – Mumbai,19.038051,72.925590,urban,osm,0.74,false,true,
LOC-02550,BRANCH,BNK-001,MH-MSB,State Bank Of India – Mumbai Suburban,19.041950,72.922273,urban,osm,0.79,false,true,
LOC-02551,ATM,BNK-013,MH-MSB,"Ghadi House, Mankhurd – Mumbai Suburban",19.042910,72.928321,urban,osm,0.65,true,true,
LOC-02552,BRANCH,BNK-008,MH-MSB,Central Bank – Mumbai Suburban,19.042572,72.931905,urban,osm,0.72,false,true,
LOC-02553,BRANCH,BNK-001,MH-MSB,State Bank Of India – mumbai,19.060896,72.924710,urban,osm,0.82,false,true,
LOC-02554,BRANCH,BNK-003,MH-MSB,Dena Bank – Mumbai Suburban,19.063952,72.926497,urban,osm,0.79,false,true,legacy OSM tag (merged into Bank of Baroda)
LOC-02555,BRANCH,BNK-015,MH-MSB,Lena Bank – mumbai,19.063151,72.928840,urban,osm,0.65,false,true,
LOC-02556,BRANCH,BNK-001,MH-MSB,Bank Branch – Mumbai Suburban,19.084261,72.918274,urban,osm,0.62,false,true,
LOC-02557,BRANCH,BNK-001,MH-MSB,Bank Branch – Mumbai Suburban,19.082958,72.913582,urban,osm,0.62,false,true,
LOC-02558,BRANCH,BNK-019,MH-MSB,New India Co -Op Bank – Mumbai,19.081735,72.907515,semi_urban,osm,0.47,false,true,
LOC-02559,BRANCH,BNK-013,MH-MSB,Arihant Co-Op Bank – Mumbai,19.080953,72.908454,urban,osm,0.61,false,true,
LOC-02560,BRANCH,BNK-014,MH-MSB,Icici Bank – Mumbai,19.078986,72.909437,urban,osm,0.79,false,true,
LOC-02561,BRANCH,BNK-002,MH-MSB,Induslnd Bank – Mumbai,19.078696,72.909573,urban,osm,0.59,false,true,
LOC-02562,BRANCH,BNK-023,MH-MSB,Kokan Bank – Mumbai Suburban,19.066660,72.920407,urban,osm,0.57,false,true,
LOC-02563,ATM,BNK-015,MH-MSB,Axis Bank Atm 24& 7 Services – Mumbai Suburban,19.066136,72.920122,urban,osm,0.8,true,true,
LOC-02564,BRANCH,BNK-001,MH-MSB,Kocan Bank – Mumbai Suburban,19.064982,72.919509,urban,osm,0.63,false,true,
LOC-02565,BRANCH,BNK-006,MH-MSB,Frb Easy Banking – Mumbai Suburban,19.064330,72.919348,urban,osm,0.59,false,true,
LOC-02566,BRANCH,BNK-003,MH-MSB,The Hindusthan Co-Op.Bank Ltd Mumbai – mumbai,19.064454,72.919212,urban,osm,0.62,false,true,
LOC-02567,BRANCH,BNK-003,MH-MSB,Bank Branch – mumbai,19.060500,72.919094,urban,osm,0.58,false,true,
LOC-02568,BRANCH,BNK-001,MH-MSB,Sngc Bank – Mumbai Suburban,19.061520,72.907226,urban,osm,0.62,false,true,
LOC-02569,BRANCH,BNK-015,MH-MSB,Bank Of Narayana Guru – Mumbai,19.061137,72.909162,urban,osm,0.59,false,true,
LOC-02570,BRANCH,BNK-009,MH-MSB,Indian Overseas Bank – Mumbai,19.068094,72.906243,urban,osm,0.68,false,true,
LOC-02571,ATM,BNK-023,MH-MSB,ATM – Mumbai Suburban,19.066423,72.904860,urban,osm,0.58,true,true,
LOC-02572,ATM,BNK-014,MH-MSB,State Bamk Atm Chheda Nagar – Mumbai Suburban,19.066464,72.904813,urban,osm,0.6,true,true,
LOC-02573,BRANCH,BNK-041,MH-MSB,Utkarsh Small Finance Bank – Mumbai Suburban,19.060052,72.901046,urban,osm,0.66,false,true,
LOC-02574,BRANCH,BNK-013,MH-MSB,Hdfc Bank – Mumbai Suburban,19.058454,72.900291,urban,osm,0.83,false,true,
LOC-02575,ATM,BNK-001,MH-MSB,ATM – Mumbai Suburban,19.058410,72.898666,urban,osm,0.62,true,true,
LOC-02576,ATM,BNK-005,MH-MSB,ATM – Mumbai Suburban,19.058420,72.898679,urban,osm,0.68,true,true,
LOC-02577,BRANCH,BNK-004,MH-MSB,Ing – Mumbai Suburban,19.058465,72.898715,urban,osm,0.66,false,true,
LOC-02578,ATM,BNK-013,MH-MSB,ATM – Mumbai Suburban,19.058734,72.898702,semi_urban,osm,0.54,true,true,
LOC-02579,BRANCH,BNK-001,MH-MSB,State Bank Of India – Mumbai Suburban,19.059613,72.900132,urban,osm,0.74,false,true,
LOC-02580,BRANCH,BNK-014,MH-MSB,Icici – Mumbai Suburban,19.060348,72.898538,urban,osm,0.87,false,true,
LOC-02581,BRANCH,BNK-011,MH-MSB,Bank Of Maharashtra – Mumbai Suburban,19.061176,72.900405,urban,osm,0.64,false,true,
LOC-02582,BRANCH,BNK-007,MH-MSB,Indian Bank – Mumbai Suburban,19.062120,72.901160,urban,osm,0.68,false,true,
LOC-02583,BRANCH,BNK-013,MH-MSB,Vijya Bank – Mumbai Suburban,19.060767,72.896704,urban,osm,0.61,false,true,
LOC-02584,ATM,BNK-005,MH-MSB,ATM – Mumbai Suburban,19.072349,72.897656,urban,osm,0.71,true,true,
LOC-02585,BRANCH,BNK-018,MH-MSB,Idfc First Bank – Mumbai Suburban,19.081961,72.896128,urban,osm,0.72,false,true,
LOC-02586,ATM,BNK-001,MH-MSB,ATM – Mumbai Suburban,19.081870,72.896123,urban,osm,0.68,true,true,
LOC-02587,BRANCH,BNK-013,MH-MSB,Hdfc Bank – Mumbai Suburban,19.081900,72.896125,urban,osm,0.85,false,true,
LOC-02588,ATM,BNK-016,MH-MSB,ATM – Mumbai Suburban,19.081938,72.896127,semi_urban,osm,0.49,true,true,
LOC-02589,BRANCH,BNK-002,MH-MSB,Punjab National Bank – Mumbai Suburban,19.081707,72.896103,urban,osm,0.8,false,true,
LOC-02590,BRANCH,BNK-014,MH-MSB,Icici Bank – Mumbai Suburban,19.081844,72.896120,urban,osm,0.79,false,true,
LOC-02591,BRANCH,BNK-015,MH-MSB,Axis Bank – Mumbai Suburban,19.081789,72.896113,urban,osm,0.84,false,true,
LOC-02592,ATM,BNK-001,MH-MSB,ATM – Mumbai Suburban,19.081755,72.896109,urban,osm,0.59,true,true,
LOC-02593,BRANCH,BNK-051,MH-MSB,Saraswat Bank – Mumbai Suburban,19.080010,72.897008,urban,osm,0.7,false,true,
LOC-02594,BRANCH,BNK-004,MH-MSB,Canara Bank – Mumbai Suburban,19.081622,72.896099,urban,osm,0.77,false,true,
LOC-02595,ATM,BNK-003,MH-MSB,ATM – Mumbai Suburban,19.081669,72.896103,urban,osm,0.7,true,true,
LOC-02596,BRANCH,BNK-014,MH-MSB,Icici Bank – Mumbai Suburban,19.084528,72.885569,urban,osm,0.78,false,true,
LOC-02597,ATM,BNK-019,MH-MSB,Indusind Bank – Mumbai Suburban,19.084281,72.884568,urban,osm,0.67,true,true,
LOC-02598,BRANCH,BNK-001,MH-MSB,State Bank Of India – Mumbai Suburban,19.082133,72.885673,urban,osm,0.88,false,true,
LOC-02599,BRANCH,BNK-006,MH-MSB,Unity Small Finance Bank – Mumbai Suburban,19.080614,72.888878,urban,osm,0.62,false,true,
LOC-02600,BRANCH,BNK-016,MH-MSB,Kotak Mahindra Bank – Mumbai Suburban,19.080666,72.888759,urban,osm,0.66,false,true,
LOC-02601,ATM,BNK-001,MH-MSB,"State Bank Atm – Kurla West, Mumbai",19.071457,72.885093,urban,osm,0.79,true,true,
LOC-02602,ATM,BNK-004,MH-MSB,Canara Atm – Mumbai Suburban,19.075187,72.876430,urban,osm,0.81,true,true,
LOC-02603,BRANCH,BNK-004,MH-MSB,Canara Bank – Mumbai Suburban,19.075125,72.876407,urban,osm,0.83,false,true,
LOC-02604,BRANCH,BNK-039,MH-MSB,Au Small Finance Bank – Mumbai Suburban,19.075825,72.876795,urban,osm,0.72,false,true,
LOC-02605,BRANCH,BNK-039,MH-MSB,Au Small Finance Bank – Mumbai Suburban,19.075877,72.876815,urban,osm,0.65,false,true,
LOC-02606,ATM,BNK-001,MH-MSB,ATM – Mumbai Suburban,19.077535,72.878966,urban,osm,0.64,true,true,
LOC-02607,BRANCH,BNK-001,MH-MSB,State Bank Of India – Mumbai Suburban,19.065303,72.874454,urban,osm,0.85,false,true,
LOC-02608,BRANCH,BNK-011,MH-MSB,Bank Branch – Mumbai Suburban,19.068887,72.869027,urban,osm,0.72,false,true,
LOC-02609,BRANCH,BNK-022,MH-MSB,Bandhan Bank – Mumbai Suburban,19.068758,72.868364,urban,osm,0.59,false,true,
LOC-02610,BRANCH,BNK-011,MH-MSB,Fab (First Abu Dhabi Bank) – Mumbai Suburban,19.068694,72.868277,urban,osm,0.69,false,true,
LOC-02611,ATM,BNK-001,MH-MSB,State Bank Of India – Mumbai Suburban,19.068488,72.868706,urban,osm,0.8,true,true,
LOC-02612,BRANCH,BNK-052,MH-MSB,Bank Branch – Mumbai Suburban,19.062114,72.864157,urban,osm,0.58,false,true,
LOC-02613,BRANCH,BNK-016,MH-MSB,Kotak Mahindra Bank – Mumbai Suburban,19.061259,72.862079,urban,osm,0.71,false,true,
LOC-02614,BRANCH,BNK-003,MH-MSB,Bank Of Baroda – Mumbai Suburban,19.061433,72.864016,semi_urban,osm,0.67,false,true,
LOC-02615,BRANCH,BNK-002,MH-MSB,Punjab National Bank – Mumbai Suburban,19.059998,72.862225,urban,osm,0.74,false,true,
LOC-02616,BRANCH,BNK-001,MH-PUN,State Bank Of India – Indapur,18.115797,75.026976,urban,osm,0.81,false,true,
LOC-02617,BRANCH,BNK-003,MH-SOL,Bank Branch – Solapur,18.283017,75.280227,semi_urban,osm,0.51,false,true,
LOC-02618,BRANCH,BNK-051,MH-AHM,Adcc Bank – Karjat,18.550828,75.008738,rural,osm,0.28,false,true,
LOC-02619,BRANCH,BNK-001,MH-MSB,State Bank Of India – Mumbai Suburban,19.062750,72.880460,urban,osm,0.81,false,true,
LOC-02620,BRANCH,BNK-013,MH-MSB,Noor Communication – Mumbai Suburban,19.069281,72.878128,semi_urban,osm,0.47,false,true,
LOC-02621,BRANCH,BNK-003,MH-MSB,The Kurla Nagarik Sahakarl Bank Limited – Mumbai Suburban,19.070441,72.879598,semi_urban,osm,0.49,false,true,
LOC-02622,BRANCH,BNK-007,MH-MSB,Allahabad Bank – Mumbai Suburban,19.063772,72.884219,semi_urban,osm,0.48,false,true,legacy OSM tag (merged into Indian Bank)
LOC-02623,ATM,BNK-013,MH-MSB,ATM – Mumbai Suburban,19.052545,72.884554,urban,osm,0.57,true,true,
LOC-02624,ATM,BNK-014,MH-MSB,ATM – Mumbai Suburban,19.045337,72.864778,semi_urban,osm,0.48,true,true,
LOC-02625,BRANCH,BNK-002,MH-MCT,Punjab National Bank – Mumbai,19.042831,72.862987,urban,osm,0.77,false,true,
LOC-02626,ATM,BNK-014,MH-MCT,ATM – Mumbai City,19.039424,72.868628,urban,osm,0.66,true,true,
LOC-02627,BRANCH,BNK-009,MH-MCT,Indian Overseas Bank – Mumbai,19.039079,72.866082,urban,osm,0.68,false,true,
LOC-02628,BRANCH,BNK-001,MH-MCT,State Bank Of India – Mumbai,19.028923,72.866694,urban,osm,0.78,false,true,
LOC-02629,BRANCH,BNK-001,MH-MSB,Banker'S Adda – Mumbai,19.034798,72.894313,semi_urban,osm,0.56,false,true,
LOC-02630,ATM,BNK-013,MH-MSB,ATM – Mumbai Suburban,19.053633,72.895596,urban,osm,0.68,true,true,
LOC-02631,BRANCH,BNK-014,MH-MSB,Icici Bank – Mumbai Suburban,19.053623,72.895613,urban,osm,0.77,false,true,
LOC-02632,BRANCH,BNK-045,MH-MSB,Jana Small Finance Bank – Mumbai Suburban,19.053506,72.896064,urban,osm,0.63,false,true,
LOC-02633,ATM,BNK-007,MH-MSB,South Indian Bank – Mumbai Suburban,19.053479,72.896178,urban,osm,0.68,true,true,
LOC-02634,BRANCH,BNK-007,MH-MSB,South Indian Bank – Mumbai Suburban,19.053472,72.896198,urban,osm,0.6,false,true,
LOC-02635,BRANCH,BNK-003,MH-MSB,Dena Bank – Mumbai Suburban,19.053202,72.898235,urban,osm,0.87,false,true,legacy OSM tag (merged into Bank of Baroda)
LOC-02636,BRANCH,BNK-001,MH-MSB,State Bank Of India Specialised Nri Branch – Mumbai,19.051825,72.901129,urban,osm,0.74,false,true,
LOC-02637,BRANCH,BNK-051,MH-MSB,Saraswat Co-Operative Bank Limited – Mumbai Suburban,19.052040,72.900222,semi_urban,osm,0.53,false,true,
LOC-02638,ATM,BNK-051,MH-MSB,Saraswat Co-Op Bank Ltd – Mumbai Suburban,19.052044,72.900196,urban,osm,0.58,true,true,
LOC-02639,ATM,BNK-010,MH-MSB,ATM – Mumbai Suburban,19.054036,72.900229,urban,osm,0.69,true,true,
LOC-02640,ATM,BNK-023,MH-MSB,ATM – Mumbai Suburban,19.054262,72.900267,urban,osm,0.64,true,true,
LOC-02641,BRANCH,BNK-002,MH-MSB,Punjab National Bank – Mumbai Suburban,19.054298,72.900274,semi_urban,osm,0.58,false,true,
LOC-02642,BRANCH,BNK-018,MH-MSB,Idfc First Bank – Mumbai Suburban,19.055517,72.900325,urban,osm,0.64,false,true,
LOC-02643,BRANCH,BNK-006,MH-MSB,Central Bank Of India – Mumbai,19.045473,72.911587,urban,osm,0.7,false,true,
LOC-02644,BRANCH,BNK-001,MH-MSB,State Bank Of India – Mumbai Suburban,19.046008,72.909885,urban,osm,0.79,false,true,
LOC-02645,BRANCH,BNK-003,MH-MSB,Dena Bank – Mumbai,19.028024,72.897614,urban,osm,0.8,false,true,legacy OSM tag (merged into Bank of Baroda)
LOC-02646,ATM,BNK-002,MH-MSB,ATM – Mumbai Suburban,19.022444,72.877494,urban,osm,0.64,true,true,
LOC-02647,BRANCH,BNK-015,MH-MCT,Axis Bank – Mumbai,19.022624,72.865750,urban,osm,0.75,false,true,
LOC-02648,BRANCH,BNK-013,MH-MCT,Hdfc Bank – Mumbai,19.023204,72.865781,urban,osm,0.81,false,true,
LOC-02649,BRANCH,BNK-009,MH-RAI,Indian Overseas Bank – Raigad,18.734840,73.091951,urban,osm,0.61,false,true,
LOC-02650,ATM,BNK-015,MH-RAI,ATM – Raigad,18.710746,73.049455,semi_urban,osm,0.49,true,true,
LOC-02651,BRANCH,BNK-001,MH-RAI,"State Bank Of India, Vadkhal Branch – Raigad",18.710755,73.049485,semi_urban,osm,0.63,false,true,
LOC-02652,BRANCH,BNK-013,MH-RAI,Rdcc Bank – Raigad,18.640570,72.872185,rural,osm,0.26,false,true,
LOC-02653,BRANCH,BNK-002,MH-RAI,Punjab National Bank – Raigad,18.644434,72.872270,urban,osm,0.74,false,true,
LOC-02654,BRANCH,BNK-015,MH-MCT,Axis Bank – Mumbai City,18.942550,72.823887,urban,osm,0.83,false,true,
LOC-02655,BRANCH,BNK-004,MH-MCT,American Express Bank – Mumbai City,18.933341,72.831553,urban,osm,0.69,false,true,
LOC-02656,BRANCH,BNK-013,MH-MCT,Standard Chartered – Mumbai City,18.932571,72.832155,semi_urban,osm,0.58,false,true,
LOC-02657,BRANCH,BNK-013,MH-MCT,Zoroastrian Co Op Bank Ltd – Mumbai City,18.932179,72.832192,urban,osm,0.64,false,true,
LOC-02658,BRANCH,BNK-051,MH-MCT,Saraswat Bank – Mumbai City,18.932206,72.832023,urban,osm,0.71,false,true,
LOC-02659,ATM,BNK-014,MH-MCT,ATM – Mumbai City,18.932283,72.832011,urban,osm,0.65,true,true,
LOC-02660,ATM,BNK-014,MH-MCT,ATM – Mumbai City,18.934287,72.826145,urban,osm,0.72,true,true,
LOC-02661,BRANCH,BNK-001,MH-MCT,State Bank Of India – Mumbai City,18.934295,72.826102,urban,osm,0.82,false,true,
LOC-02662,BRANCH,BNK-005,MH-MCT,Union Bank Of India – Mumbai City,18.933561,72.825424,urban,osm,0.77,false,true,
LOC-02663,ATM,BNK-014,MH-MCT,ATM – Mumbai City,18.930181,72.827226,urban,osm,0.62,true,true,
LOC-02664,BRANCH,BNK-015,MH-MCT,Axis Bank – Mumbai City,18.930161,72.827094,urban,osm,0.8,false,true,
LOC-02665,ATM,BNK-016,MH-MCT,ATM – Mumbai City,18.930100,72.826077,urban,osm,0.65,true,true,
LOC-02666,ATM,BNK-013,MH-MCT,ATM – Mumbai City,18.930011,72.826531,urban,osm,0.64,true,true,
LOC-02667,BRANCH,BNK-014,MH-MCT,Icici Bank – Mumbai City,18.928545,72.826999,semi_urban,osm,0.7,false,true,
LOC-02668,BRANCH,BNK-003,MH-MCT,Bank Of Baroda – Mumbai,18.929637,72.827438,urban,osm,0.73,false,true,
LOC-02669,BRANCH,BNK-003,MH-MCT,Bank Of Baroda – Mumbai,18.929549,72.827402,semi_urban,osm,0.69,false,true,
LOC-02670,BRANCH,BNK-003,MH-MCT,Bank Of Baroda – Mumbai,18.929551,72.827401,urban,osm,0.81,false,true,
LOC-02671,BRANCH,BNK-023,MH-MCT,Standard Chartered – Mumbai City,18.930604,72.830696,urban,osm,0.65,false,true,
LOC-02672,BRANCH,BNK-006,MH-MCT,Bank Of India – Mumbai City,18.930642,72.830732,urban,osm,0.58,false,true,
LOC-02673,BRANCH,BNK-013,MH-MCT,Hsbc – Mumbai City,18.931110,72.830771,semi_urban,osm,0.55,false,true,
LOC-02674,ATM,BNK-002,MH-YAV,ATM – Yavatmal,19.969103,77.749958,rural,osm,0.22,true,true,
LOC-02675,ATM,BNK-005,MH-YAV,ATM – Yavatmal,20.394339,78.088002,rural,osm,0.25,true,true,
LOC-02676,ATM,BNK-013,MH-YAV,ATM – Yavatmal,20.398113,78.129469,semi_urban,osm,0.46,true,true,
LOC-02677,BRANCH,BNK-001,MH-YAV,"State Bank Of Hyderabad, Yavatmal – Yavatmal",20.399320,78.129877,rural,osm,0.36,false,true,
LOC-02678,BRANCH,BNK-034,MH-YAV,Airtel Banking Point – yavatmal,20.401713,78.130623,semi_urban,osm,0.42,false,true,
LOC-02679,BRANCH,BNK-001,MH-YAV,State Bank Of India – Yavatmal,20.390665,78.135506,rural,osm,0.35,false,true,
LOC-02680,ATM,BNK-014,MH-YAV,ATM – Yavatmal,20.389856,78.139172,rural,osm,0.19,true,true,
LOC-02681,ATM,BNK-001,MH-YAV,ATM – Yavatmal,20.394529,78.136054,rural,osm,0.3,true,true,
LOC-02682,BRANCH,BNK-003,MH-YAV,Bank Of Baroda Branch – Yavatmal,20.392450,78.135578,rural,osm,0.43,false,true,
LOC-02683,BRANCH,BNK-003,MH-YAV,Yavatmal Urban Co Operative Bank – Yavatmal,20.392755,78.133186,rural,osm,0.3,false,true,
LOC-02684,BRANCH,BNK-002,MH-YAV,Punjab National Bank – Yavatmal,20.392921,78.133743,semi_urban,osm,0.62,false,true,
LOC-02685,BRANCH,BNK-014,MH-YAV,Yavatmal District Central Cooperative Bank – Yavatmal,20.390824,78.132408,rural,osm,0.19,false,true,
LOC-02686,ATM,BNK-001,MH-YAV,ATM – Yavatmal,20.396960,78.133247,semi_urban,osm,0.44,true,true,
LOC-02687,ATM,BNK-001,MH-YAV,ATM – Yavatmal,20.386130,78.129699,rural,osm,0.33,true,true,
LOC-02688,ATM,BNK-013,MH-YAV,ATM – Yavatmal,20.389486,78.125640,semi_urban,osm,0.46,true,true,
LOC-02689,BRANCH,BNK-015,MH-YAV,Axis Bank – yavatmal,20.388624,78.120362,rural,osm,0.42,false,true,
LOC-02690,BRANCH,BNK-049,MH-YAV,Yavatmal D C Bank – yavatmal,20.388722,78.120517,rural,osm,0.29,false,true,
LOC-02691,ATM,BNK-013,MH-YAV,ATM – Yavatmal,20.387462,78.119608,rural,osm,0.27,true,true,
LOC-02692,ATM,BNK-039,MH-YAV,ATM – Yavatmal,20.383583,78.121411,semi_urban,osm,0.44,true,true,
LOC-02693,ATM,BNK-016,MH-YAV,ATM – Yavatmal,20.383724,78.120915,rural,osm,0.23,true,true,
LOC-02694,BRANCH,BNK-039,MH-YAV,Au Small Finance Bank Limited – Yavatmal,20.388264,78.105237,rural,osm,0.29,false,true,
LOC-02695,BRANCH,BNK-001,MH-YAV,Sbi – Yavatmal,20.388282,78.100993,semi_urban,osm,0.66,false,true,
LOC-02696,ATM,BNK-001,MH-YAV,ATM – Yavatmal,20.388284,78.108625,rural,osm,0.28,true,true,
LOC-02697,BRANCH,BNK-001,MH-YAV,Sbi Customer Service Point – Yavatmal,20.387558,78.110375,rural,osm,0.34,false,true,
LOC-02698,BRANCH,BNK-016,MH-YAV,Paisewaala – yavatmal,20.387497,78.110347,semi_urban,osm,0.42,false,true,
LOC-02699,ATM,BNK-006,MH-YAV,ATM – Yavatmal,20.387560,78.110795,semi_urban,osm,0.49,true,true,
LOC-02700,ATM,BNK-015,MH-YAV,ATM – Yavatmal,20.386316,78.111905,rural,osm,0.32,true,true,
LOC-02701,BRANCH,BNK-001,MH-YAV,State Bank Of India – Yavatmal,20.378222,78.113268,rural,osm,0.33,false,true,
LOC-02702,BRANCH,BNK-005,MH-YAV,Union Bank Of India – yavatmal,20.378112,78.112186,semi_urban,osm,0.67,false,true,
LOC-02703,ATM,BNK-014,MH-YAV,ATM – Yavatmal,20.377057,78.111383,semi_urban,osm,0.49,true,true,
LOC-02704,BRANCH,BNK-006,MH-YAV,Central Bank Of India – yavatmal,20.373279,78.113884,semi_urban,osm,0.56,false,true,
LOC-02705,ATM,BNK-002,MH-YAV,ATM – Yavatmal,20.381722,78.118661,rural,osm,0.21,true,true,
LOC-02706,BRANCH,BNK-001,MH-YAV,State Bank Of India – Yavatmal,20.377843,78.123757,rural,osm,0.42,false,true,
LOC-02707,ATM,BNK-001,MH-YAV,ATM – Yavatmal,20.380983,78.124372,rural,osm,0.29,true,true,
LOC-02708,ATM,BNK-048,MH-YAV,Indicash Atm – Yavatmal,20.382753,78.125324,semi_urban,osm,0.54,true,true,
LOC-02709,BRANCH,BNK-013,MH-YAV,Hdfc Bank – Yavatmal,20.022829,78.551617,rural,osm,0.35,false,true,
LOC-02710,BRANCH,BNK-003,MH-MCT,Bank Of Baroda – Mumbai City,18.923332,72.831318,urban,osm,0.83,false,true,
LOC-02711,ATM,BNK-001,MH-MCT,ATM – Mumbai City,18.922207,72.832129,urban,osm,0.66,true,true,
LOC-02712,BRANCH,BNK-003,MH-MCT,Bank Of Baroda – Mumbai,18.923852,72.827079,urban,osm,0.85,false,true,
LOC-02713,BRANCH,BNK-016,MH-MCT,Kotak Mahindra Bank – Mumbai,18.916140,72.819411,urban,osm,0.59,false,true,
LOC-02714,ATM,BNK-001,MH-MCT,State Bank Of India – Mumbai City,18.915807,72.819907,urban,osm,0.79,true,true,
LOC-02715,BRANCH,BNK-015,MH-MCT,Axis Bank – Mumbai,18.915745,72.819982,urban,osm,0.77,false,true,
LOC-02716,BRANCH,BNK-048,MH-MCT,Bank Branch – Mumbai City,18.920695,72.826453,urban,osm,0.57,false,true,
LOC-02717,BRANCH,BNK-018,MH-MCT,Western Union – Mumbai City,18.920602,72.831459,urban,osm,0.72,false,true,
LOC-02718,ATM,BNK-014,MH-MCT,ATM – Mumbai City,18.917591,72.829211,urban,osm,0.7,true,true,
LOC-02719,ATM,BNK-050,MH-MCT,ATM – Mumbai City,18.924179,72.832790,semi_urban,osm,0.52,true,true,
LOC-02720,ATM,BNK-048,MH-MCT,ATM – Mumbai City,18.924649,72.832967,urban,osm,0.59,true,true,
LOC-02721,BRANCH,BNK-013,MH-MCT,Hdfc Bank – Mumbai City,18.924822,72.832427,semi_urban,osm,0.59,false,true,
LOC-02722,BRANCH,BNK-011,MH-MCT,Bank Of Maharashtra – Mumbai City,18.928244,72.833966,urban,osm,0.71,false,true,
LOC-02723,BRANCH,BNK-004,MH-MCT,Canara Bank – Mumbai City,18.928130,72.834347,urban,osm,0.87,false,true,
LOC-02724,BRANCH,BNK-006,MH-MCT,Reserve Bank Of India – Mumbai City,18.932788,72.836977,semi_urban,osm,0.53,false,true,
