unit_id,kind,district_id,unit_name,lat,lon,status,speed_profile,source
UNIT-0295,station,MH-PUN,Kondhwa traffic police chowky,18.464827,73.889405,inactive,urban,osm
UNIT-0296,station,MH-PUN,Police Station – Pune,18.465981,73.890460,active,urban,osm
UNIT-0297,station,MH-PUN,Maharshi Nagar Police Chowki,18.493406,73.870975,inactive,urban,osm
UNIT-0298,station,HR-AMB,Topkhana Police Station,30.368820,76.846036,active,semi_urban,osm
UNIT-0299,station,HR-AMB,SADAR POLICE STATION,30.336571,76.842934,active,semi_urban,osm
UNIT-0300,station,HR-AMB,Police Station – Ambala,30.380600,76.790691,active,semi_urban,osm
UNIT-0301,station,UP-LKO,Alambagh Police Station,26.826292,80.909521,active,urban,osm
UNIT-0302,station,UP-LKO,"Police Station, Talkatora",26.846318,80.875619,active,urban,osm
UNIT-0303,station,UP-LKO,para thana Police Station,26.824023,80.874068,active,urban,osm
UNIT-0304,station,UP-LKO,Krishna Nagar Police Station,26.795146,80.891826,active,urban,osm
UNIT-0305,station,UP-LKO,Police Station – Lucknow,26.793954,80.912525,active,urban,osm
UNIT-0306,station,UP-LKO,Police Station – Lucknow,26.796306,80.923303,active,urban,osm
UNIT-0307,station,UP-LKO,Central Reserve Police Force,26.724730,80.893264,active,urban,osm
UNIT-0308,station,UP-UNN,Police station,26.442088,80.541616,active,rural,osm
UNIT-0309,station,UP-KNP,Police chawki,26.472727,80.344398,active,urban,osm
UNIT-0310,station,UP-KNP,Police station,26.473106,80.342952,active,urban,osm
UNIT-0311,station,UP-KNP,Railway Police Force Post,26.453714,80.350288,active,urban,osm
UNIT-0312,station,UP-KNP,Police Station Kanpur Cantonment,26.454188,80.364264,active,urban,osm
UNIT-0313,station,UP-KNP,POLICE CHOWKI,26.423546,80.388586,active,urban,osm
UNIT-0314,station,UP-KNP,police chawki,26.467388,80.298357,active,urban,osm
UNIT-0315,station,UP-KNP,IIT Kanpur Police Chowki,26.510144,80.241934,active,urban,osm
UNIT-0316,station,UP-FAT,yamuna bridge Police Station,25.715022,80.606857,active,rural,osm
UNIT-0317,station,UP-FAT,lalauli police station,25.809946,80.540687,active,rural,osm
UNIT-0318,station,HR-KAI,Police Station – Kaithal,29.770647,76.564779,active,rural,osm
UNIT-0319,station,HR-KAI,Police Lines,29.810277,76.423385,active,rural,osm
UNIT-0320,station,HR-KAR,Police Station,29.506422,76.715165,inactive,semi_urban,osm
UNIT-0321,station,HR-JIN,urban estate Police station,29.321223,76.338126,active,rural,osm
UNIT-0322,station,HR-BHI,SP Office Bhiwani Police Station,28.805786,76.141557,active,rural,osm
UNIT-0323,station,HR-BHI,HUDA Police station Sector 13,28.814583,76.139526,inactive,rural,osm
UNIT-0324,station,HR-BHI,District Police Line Bhiwani,28.822199,76.121149,active,rural,osm
UNIT-0325,station,HR-BHI,Police Station NGM,28.786231,76.123591,active,rural,osm
UNIT-0326,station,UP-JHA,Police Station – Jhansi,25.312200,79.003336,active,semi_urban,osm
UNIT-0327,station,UP-JHA,Police Station – Jhansi,25.260305,79.137982,inactive,semi_urban,osm
UNIT-0328,station,UP-JHA,Police Station – Jhansi,25.244626,79.139633,active,semi_urban,osm
UNIT-0329,station,UP-JHA,mauranipur Police Station,25.246867,79.136867,active,semi_urban,osm
UNIT-0330,station,UP-JHA,Bada Bazar  Chauki Police Station,25.244926,79.131674,active,semi_urban,osm
UNIT-0331,station,UP-JHA,Police Station Sakrar,25.349670,78.891537,active,semi_urban,osm
UNIT-0332,station,UP-JHA,"Police Station ,Chirgaon",25.572854,78.816359,active,semi_urban,osm
UNIT-0333,station,UP-JAL,police chowki,26.144571,79.336052,inactive,rural,osm
UNIT-0334,station,UP-JAL,orai kotwali Police Station,25.989115,79.453828,active,rural,osm
UNIT-0335,station,UP-AUR,Police Station – Auraiya,26.594855,79.267236,active,rural,osm
UNIT-0336,station,UP-ETH,Police Station – Etawah,26.661540,79.174221,active,rural,osm
UNIT-0337,station,UP-AMR,Police station,28.726986,78.281171,active,rural,osm
UNIT-0338,station,MH-PUN,Jejuri Police Station,18.277555,74.163087,active,urban,osm
UNIT-0339,station,MH-PUN,Jejuri Police Line,18.278302,74.163550,active,urban,osm
UNIT-0340,station,MH-PUN,"Rural Police Station, Supe",18.333118,74.370637,active,urban,osm
UNIT-0341,station,UP-HAM,Hamirpur Kotwali Police Station,25.9547,80.1504,active,rural,synthetic
UNIT-0342,station,UP-FIR,Police Station,27.380263,78.607178,active,semi_urban,osm
UNIT-0343,station,UP-FIR,Police Station – Firozabad,27.271693,78.281078,active,semi_urban,osm
UNIT-0344,station,UP-AGR,police chauki,27.283445,78.082410,active,semi_urban,osm
UNIT-0345,station,UP-AGR,police thana,26.942729,77.819274,inactive,semi_urban,osm
UNIT-0346,station,UP-AGR,Police Station – Agra,27.157633,77.990277,inactive,semi_urban,osm
UNIT-0347,station,UP-AGR,police station,27.153294,78.007719,active,semi_urban,osm
UNIT-0348,station,UP-AGR,police station,27.133157,78.007714,active,semi_urban,osm
UNIT-0349,station,UP-AGR,Saheed Nagar Police Station,27.148668,78.037357,inactive,semi_urban,osm
UNIT-0350,station,UP-AGR,Police Station – Agra,27.168983,78.041343,active,semi_urban,osm
UNIT-0351,station,MH-SAT,Wathar Police Station,17.885212,74.140184,active,rural,osm
UNIT-0352,station,MH-NAR,Police Station Taloda,21.564721,74.213803,active,rural,osm
UNIT-0353,station,UP-AGR,Police Station – Agra,27.185793,78.017948,inactive,semi_urban,osm
UNIT-0354,station,UP-AGR,Police Choki,27.186812,78.014918,active,semi_urban,osm
UNIT-0355,station,UP-AGR,Police Chowki,27.186095,78.006091,inactive,semi_urban,osm
UNIT-0356,station,UP-AGR,THANA NAI KI MANDI Police Station,27.180773,78.002028,active,semi_urban,osm
UNIT-0357,station,UP-AGR,Rakabganj Police Station,27.170113,78.012008,active,semi_urban,osm
UNIT-0358,station,UP-AGR,police choki,27.170295,77.984013,active,semi_urban,osm
UNIT-0359,station,UP-AGR,police chauki,27.180957,77.997124,active,semi_urban,osm
UNIT-0360,station,UP-AGR,Police Chowki,27.188820,77.962106,active,semi_urban,osm
UNIT-0361,station,UP-AGR,new agra police station,27.211278,78.005195,active,semi_urban,osm
UNIT-0362,station,UP-AGR,Jeoni Mandi Police Station,27.197098,78.024886,active,semi_urban,osm
UNIT-0363,station,UP-AGR,Kamla Nagar Police Choki,27.211733,78.017365,active,semi_urban,osm
UNIT-0364,station,UP-AGR,Police thana barhan,27.328768,78.190392,active,semi_urban,osm
UNIT-0365,station,UP-MAT,Mathuragate Police Station,27.579055,77.697366,active,semi_urban,osm
UNIT-0366,station,UP-MAT,Police Station – Mathura,27.571634,77.675954,active,semi_urban,osm
UNIT-0367,station,UP-MAT,GOVIND NAGAR STATION Police Station,27.509682,77.670787,inactive,semi_urban,osm
UNIT-0368,station,UP-MAT,Police Station – Mathura,27.387289,77.689572,active,semi_urban,osm
UNIT-0369,station,UP-AGR,police thana,27.176436,77.760852,active,semi_urban,osm
UNIT-0370,station,HR-PAL,Dhatir police station,28.198468,77.223195,active,rural,osm
UNIT-0371,station,HR-FAR,Police Station – Faridabad,28.366742,77.353476,active,urban,osm
UNIT-0372,station,MH-OSM,POICE CHOUKI YEDSHI Police Station,18.322686,75.963323,active,rural,osm
UNIT-0373,station,MH-OSM,Anandnagar Police Station,18.201600,76.041969,active,rural,osm
UNIT-0374,station,MH-SAN,Guruwar Peth Polic Chowki Police Station,16.821265,74.648595,active,rural,osm
UNIT-0375,station,MH-SAN,Police Station – Sangli,16.841213,74.637259,active,rural,osm
UNIT-0376,station,MH-SAN,Police Parade Ground,16.843464,74.650581,inactive,rural,osm
UNIT-0377,station,MH-SAN,MIDC Police Station,16.873221,74.631420,active,rural,osm
UNIT-0378,station,MH-SAN,Vishrambag Police Station,16.849248,74.595551,inactive,rural,osm
UNIT-0379,station,MH-SAN,S P Office Police Station,16.849340,74.594158,active,rural,osm
UNIT-0380,station,MH-SAN,Burud Galli Police Chowki,16.863006,74.564368,active,rural,osm
UNIT-0381,station,MH-AHM,Police Statio n,18.998944,74.433936,active,rural,osm
UNIT-0382,station,MH-THA,WAGLE POLICE STATION,19.203187,72.955099,active,urban,osm
UNIT-0383,station,MH-THA,Vartak Nagar Police Station,19.213135,72.962761,active,urban,osm
UNIT-0384,station,MH-THA,Anti Corruption Bureau Thane Police Station,19.205964,72.982633,active,urban,osm
UNIT-0385,station,MH-THA,Rabodi Police Station,19.210326,72.982275,active,urban,osm
UNIT-0386,station,MH-THA,Ramnagar Police Station,19.216607,73.086181,active,urban,osm
UNIT-0387,station,MH-THA,Vishnunagar Police Station,19.219249,73.086751,active,urban,osm
UNIT-0388,station,MH-THA,Vishnu Nagar Police Station,19.219069,73.086831,active,urban,osm
UNIT-0389,station,MH-THA,Police Station – Thane,19.142823,73.046117,active,urban,osm
UNIT-0390,station,MH-THA,Police Commissioner Office,19.196080,72.981127,active,urban,osm
UNIT-0391,station,MH-THA,Rabale Traffic Police Station,19.148575,72.993002,active,urban,osm
UNIT-0392,station,MH-THA,Police Station – Thane,19.146302,73.000928,active,urban,osm
UNIT-0393,station,MH-THA,Rabale Police Station,19.146497,73.000952,active,urban,osm
UNIT-0394,station,MH-THA,Shil Mhape Police Chouki,19.114723,73.034321,active,urban,osm
UNIT-0395,station,MH-THA,KK POLICE STATION,19.099075,73.005183,active,urban,osm
UNIT-0396,station,MH-SOL,Akluj Police Station,17.883205,75.017891,active,semi_urban,osm
UNIT-0397,station,MH-SOL,Akluj Polic Station Police Station,17.889342,75.023087,active,semi_urban,osm
UNIT-0398,station,MH-SOL,Akluj Police Station,17.891438,75.018467,active,semi_urban,osm
UNIT-0399,station,MH-RAI,Kharghar Police Station,19.034637,73.068143,inactive,semi_urban,osm
UNIT-0400,station,MH-RAI,kamothe police station,19.022616,73.091075,active,semi_urban,osm
UNIT-0401,station,MH-THA,CBD Belapur Police Station,19.025177,73.041231,inactive,urban,osm
UNIT-0402,station,MH-THA,Police Station – Thane,19.017300,73.029727,active,urban,osm
UNIT-0403,station,MH-THA,Gaimukh Chowk Police Station,19.015155,73.015941,active,urban,osm
UNIT-0404,station,MH-THA,Seawoods Traffic Police Station,19.019662,73.019907,active,urban,osm
UNIT-0405,station,MH-THA,N.R.I Coastal Police Station,19.008076,73.028502,inactive,urban,osm
UNIT-0406,station,MH-THA,Nerul Police Station,19.029085,73.019287,active,urban,osm
UNIT-0407,station,MH-THA,Turbhe Police Station,19.066671,73.019758,active,urban,osm
UNIT-0408,station,MH-SAN,Jat Police Station,17.050249,75.208504,active,rural,osm
UNIT-0409,station,MH-MSB,POLICE STATION,19.053700,72.935700,active,urban,osm
UNIT-0410,station,MH-MSB,Maharashtra Nagar Police Station,19.050247,72.937862,active,urban,osm
UNIT-0411,station,MH-MSB,Trombay Police Station,19.038069,72.945107,active,urban,osm
UNIT-0412,station,MH-MSB,trombay police station,19.036145,72.949946,active,urban,osm
UNIT-0413,station,MH-MSB,Lallubhai Police Station,19.052848,72.927100,active,urban,osm
UNIT-0414,station,MH-MSB,Shivajinagar Police Station,19.063262,72.916873,active,urban,osm
UNIT-0415,station,MH-MSB,gaikwaad nagar police station,19.060352,72.910440,active,urban,osm
UNIT-0416,station,MH-MSB,Govandi Police station,19.059521,72.911665,active,urban,osm
UNIT-0417,station,MH-MSB,chembur police station,19.063949,72.900825,active,urban,osm
UNIT-0418,station,MH-MSB,Chheda Nagar Police Station,19.067214,72.903157,active,urban,osm
UNIT-0419,station,MH-MSB,Tilak Nagar Police Station,19.065286,72.895998,active,urban,osm
UNIT-0420,station,MH-MSB,VB Nagar Police Station,19.071717,72.884227,active,urban,osm
UNIT-0421,station,MH-AHM,Ghargaon Police Station,19.320517,74.176197,active,rural,osm
UNIT-0422,station,MH-AHM,Karjat Police Station,18.558033,75.007372,active,rural,osm
UNIT-0423,station,MH-MSB,Nehru Nagar Kurla Police Station,19.058865,72.880497,inactive,urban,osm
UNIT-0424,station,MH-MSB,Nehru Nagar Kurla E Police Chowky,19.065066,72.880875,active,urban,osm
UNIT-0425,station,MH-MSB,beat no 2 Police Station,19.061751,72.890791,active,urban,osm
UNIT-0426,station,MH-MSB,Khardev Nagar Police Station,19.055743,72.908830,active,urban,osm
UNIT-0427,station,MH-MSB,Govandi Police station,19.048844,72.917741,active,urban,osm
UNIT-0428,station,MH-MCT,Cuffe Parade Police Station,18.912025,72.819082,active,urban,osm
UNIT-0429,station,MH-MCT,Cuffe Parade Police Station,18.911858,72.818595,inactive,urban,osm
UNIT-0430,station,MH-MCT,Police Station – Mumbai City,18.930262,72.824346,active,urban,osm
UNIT-0431,station,MH-MCT,Mata Ramabai Ambedkar Marg Police Thaane,18.932531,72.831850,inactive,urban,osm
UNIT-0432,station,MH-MCT,Colaba Traffic Police Division,18.935054,72.830325,active,urban,osm
UNIT-0433,station,MH-SOL,Sakhar Peth Police Station,17.675869,75.912996,inactive,semi_urban,osm
UNIT-0434,station,MH-SOL,Budhwar Peth Police Station,17.682238,75.900041,inactive,semi_urban,osm
UNIT-0435,station,MH-SOL,Navi Peth Police Station,17.675573,75.898891,active,semi_urban,osm
UNIT-0436,station,MH-SOL,Market Police Station,17.670196,75.906737,active,semi_urban,osm
UNIT-0437,station,MH-SOL,Superintendent Of Police Solapur District,17.668237,75.906542,active,semi_urban,osm
UNIT-0438,station,MH-SOL,Modi Police Station,17.659040,75.900554,active,semi_urban,osm
UNIT-0439,station,MH-SOL,Begum Peth Police Station,17.672316,75.908853,active,semi_urban,osm
UNIT-0440,station,MH-SOL,Sadar Bazaar Police Station,17.655900,75.911443,active,semi_urban,osm
UNIT-0441,station,MH-YAV,Yavatmal City Police Station,20.390306,78.132563,active,rural,osm
UNIT-0442,station,MH-MCT,Colaba Police Station,18.922459,72.831257,active,urban,osm
UNIT-0443,station,MH-MCT,Maharashtra Police Headquarters,18.924479,72.833229,active,urban,osm
UNIT-0444,station,MH-MCT,Azad Maidan Police Station,18.941992,72.832796,active,urban,osm
UNIT-0445,station,MH-MCT,Police Station – Mumbai City,18.942097,72.833734,active,urban,osm
UNIT-0446,station,MH-MCT,Police Station – Mumbai City,18.944204,72.832867,active,urban,osm
UNIT-0447,station,MH-MCT,Police Station – Mumbai City,18.944448,72.832889,active,urban,osm
UNIT-0448,station,MH-MCT,Lokmanya Tilak Police Chowkie Beat No 4,18.947444,72.833389,active,urban,osm
UNIT-0449,station,MH-MCT,Police Commissioner's Office,18.946295,72.833307,inactive,urban,osm
UNIT-0450,station,MH-MCT,Lokmanya Tilak Police Station,18.946329,72.833129,active,urban,osm
UNIT-0451,station,MH-MCT,Dongri Police Station,18.962140,72.839049,active,urban,osm
UNIT-0452,station,MH-MCT,Sir JJ Marg Police Station,18.963006,72.832291,active,urban,osm
UNIT-0453,station,MH-MCT,Police Station – Mumbai City,18.967528,72.832365,active,urban,osm
UNIT-0454,station,MH-MCT,Nagpada Police Station,18.967015,72.829044,active,urban,osm
UNIT-0455,station,MH-MCT,Chhota Sonapur Police Chowki,18.962056,72.824561,active,urban,osm
UNIT-0456,station,MH-MCT,Chowki Mohalla Police Chowki,18.961878,72.830142,active,urban,osm
UNIT-0457,station,MH-MCT,Do Taki Police Chowki,18.961606,72.828670,active,urban,osm
UNIT-0458,station,MH-MCT,Null Bazaar Police Chowkie,18.957007,72.829033,active,urban,osm
UNIT-0459,station,MH-MCT,Pydhoni Police Station,18.954172,72.832021,active,urban,osm
UNIT-0460,station,MH-MCT,Police Station – Mumbai City,18.953977,72.831780,active,urban,osm
UNIT-0461,station,MH-MCT,Lokmanya Tilak Road Police Station,18.945371,72.830331,active,urban,osm
UNIT-0462,station,MH-MCT,Badhamkar Mark Police Station,18.960821,72.817067,active,urban,osm
UNIT-0463,station,MH-MCT,Police Station – Mumbai City,18.961071,72.817174,active,urban,osm
UNIT-0464,station,MH-MCT,Gamdevi Police Station,18.960560,72.812493,active,urban,osm
UNIT-0465,station,MH-MCT,Traffic Police,18.961627,72.812877,active,urban,osm
UNIT-0466,station,MH-MCT,Tardeo Police Station,18.969511,72.814290,inactive,urban,osm
UNIT-0467,station,MH-MCT,NM Joshi Marg Police Station,18.991413,72.830977,active,urban,osm
UNIT-0468,station,MH-MCT,Byculla Police Station,18.973863,72.833976,active,urban,osm
UNIT-0469,station,MH-MCT,Police Station – Mumbai City,18.997883,72.837489,active,urban,osm
UNIT-0470,station,MH-MCT,Elphinstone Road Traffic Police Chowki,19.008542,72.832559,active,urban,osm
UNIT-0471,station,MH-KOL,kodoli police station,16.863639,74.185606,active,semi_urban,osm
UNIT-0472,station,MH-KOL,Bambavade Police Station,16.871149,74.041624,active,semi_urban,osm
UNIT-0473,station,MH-SAN,Islampur Police Station,17.051966,74.269699,active,rural,osm
UNIT-0474,station,MH-AHM,Topkhana Police Station,19.115954,74.736531,active,rural,osm
UNIT-0475,station,MH-MCT,Shivaji Park Police Station,19.023326,72.840822,active,urban,osm
UNIT-0476,station,MH-MCT,Dadar Police Station,19.015127,72.835395,inactive,urban,osm
UNIT-0477,station,MH-MCT,Chaitya Bhumi Police Chowk,19.026024,72.834522,active,urban,osm
UNIT-0478,station,MH-MSB,Mount Mary Police Chouki,19.051928,72.823281,active,urban,osm
UNIT-0479,station,MH-MSB,Bandra Reclamation Police Station,19.050751,72.829917,active,urban,osm
UNIT-0480,station,MH-MCT,Mahim Traffic Division Police Station,19.042165,72.840108,active,urban,osm
UNIT-0481,station,MH-MCT,Sion (E) Police Station,19.031323,72.857588,active,urban,osm
UNIT-0482,station,MH-MCT,Matunga Police Station,19.031116,72.857879,inactive,urban,osm
UNIT-0483,station,MH-MCT,Dharavi Police Station,19.043284,72.857535,active,urban,osm
UNIT-0484,station,MH-MSB,Bandra Railway Police Station,19.055658,72.839683,active,urban,osm
UNIT-0485,station,MH-MSB,Bandra Police Station,19.055981,72.835599,inactive,urban,osm
UNIT-0486,station,MH-MSB,Khar Police Station,19.064037,72.837114,active,urban,osm
UNIT-0487,station,MH-MSB,Shivaji Nagar Police Station,19.061098,72.843369,active,urban,osm
UNIT-0488,station,MH-SAT,Talbeed Police Station,17.367560,74.120859,active,rural,osm
UNIT-0489,station,MH-AHM,Police Station – Ahmednagar,19.392809,74.650927,active,rural,osm
UNIT-0490,station,MH-AUR,Police chowk,19.455935,75.577465,active,semi_urban,osm
UNIT-0491,station,UP-PRJ,Police Lines Allahabad,25.462640,81.843261,active,rural,osm
UNIT-0492,station,UP-PRJ,UP Rajkiya Railways Police office,25.457555,81.827689,active,rural,osm
UNIT-0493,station,UP-PRJ,UP Police Mukhyalaya,25.457736,81.828207,active,rural,osm
UNIT-0494,station,UP-BAN,Police Station Badausa,25.243181,80.654922,active,rural,osm
UNIT-0495,station,HR-FAT,सदर पुलिस स्टेशन रतिया Police Station,29.691219,75.566649,active,rural,osm
UNIT-0496,station,UP-PRJ,Chowk Police Station,25.437231,81.833059,active,rural,osm
UNIT-0497,station,UP-PRJ,Shahganj Police Station,25.438720,81.829109,active,rural,osm
UNIT-0498,station,UP-PRJ,Attarsuiya Police Station,25.431528,81.830637,inactive,rural,osm
UNIT-0499,station,UP-PRJ,Police Chauki Jail Road,25.405272,81.869065,active,rural,osm
UNIT-0500,station,UP-PRJ,Police Arail,25.414991,81.883392,active,rural,osm
UNIT-0501,station,UP-PRJ,Police station Karchana,25.285155,81.935218,active,rural,osm
UNIT-0502,station,UP-VAR,PROCTOR BOOTH Police Station,25.263168,82.986444,active,semi_urban,osm
UNIT-0503,station,MH-SAT,Police Station – Satara,17.592309,74.451167,active,rural,osm
UNIT-0504,station,MH-AHM,District Superintendent Police Office,19.106952,74.746455,inactive,rural,osm
UNIT-0505,station,MH-AUR,Bidkin Police Station,19.705604,75.302410,inactive,semi_urban,osm
UNIT-0506,station,MH-AUR,police colony,19.874929,75.323706,active,semi_urban,osm
UNIT-0507,station,MH-AUR,k.c.police s,19.875150,75.324176,active,semi_urban,osm
UNIT-0508,station,MH-AUR,Osmanpura Police Station.,19.863598,75.325413,active,semi_urban,osm
UNIT-0509,station,MH-AUR,javahar police station,19.864708,75.347905,active,semi_urban,osm
UNIT-0510,station,JH-DHA,Maithon Police Station,23.764194,86.798722,active,urban,osm
UNIT-0511,station,JH-DHA,Jharia Police Station,23.741766,86.411761,active,urban,osm
UNIT-0512,station,UP-MIR,Mirzapur City Kotwali Police Station,25.149583,82.568140,active,rural,osm
UNIT-0513,station,UP-GBN,kalindi kunj pollice station Police Station,28.530958,77.318677,active,urban,osm
UNIT-0514,station,UP-GBN,Police Station – Gautam Buddha Nagar,28.530361,77.318946,active,urban,osm
UNIT-0515,station,HR-FAR,Police Station – Faridabad,28.461083,77.284940,active,urban,osm
UNIT-0516,station,HR-GUR,Police Station Bhondsi,28.344578,77.068134,active,urban,osm
UNIT-0517,station,HR-GUR,Police Station – Gurugram,28.373402,76.909523,active,urban,osm
UNIT-0518,station,HR-GUR,Traffic Police Station II,28.339386,76.937955,active,urban,osm
UNIT-0519,station,HR-GUR,Police Station – Gurugram,28.366354,76.940907,inactive,urban,osm
UNIT-0520,station,HR-GUR,Police station sec 9A,28.470274,76.995121,active,urban,osm
UNIT-0521,station,HR-GUR,Police Station – Gurugram,28.470311,76.994898,active,urban,osm
UNIT-0522,station,HR-GUR,Police Station – Gurugram,28.494996,77.017100,active,urban,osm
UNIT-0523,station,HR-GUR,Sadar Police Station,28.464060,77.036067,active,urban,osm
UNIT-0524,station,HR-GUR,Police Staion,28.465187,77.017287,active,urban,osm
UNIT-0525,station,HR-GUR,Commissioner Of Police,28.455431,77.029484,active,urban,osm
UNIT-0526,station,HR-GUR,Police Stn (Sec-40),28.449943,77.058780,active,urban,osm
UNIT-0527,station,HR-GUR,Sector 53 Police Station,28.446322,77.097866,active,urban,osm
UNIT-0528,station,HR-GUR,Assistant Comissioner of Police Cyber Crime Gurugram,28.451390,77.095488,active,urban,osm
UNIT-0529,station,HR-GUR,Assistant Comissioner of Police DLF Subdivision Gurugram,28.451337,77.095474,active,urban,osm
UNIT-0530,station,HR-GUR,Cyber Crime Police Station Gurugram,28.451521,77.095405,active,urban,osm
UNIT-0531,station,MH-PUN,Highway Police,18.227389,74.816279,active,urban,osm
UNIT-0532,station,MH-PUN,Daund Railway Police Station,18.463083,74.580982,active,urban,osm
UNIT-0533,station,UP-SHA,powayan police station,28.066747,80.097575,active,rural,osm
UNIT-0534,station,UP-BAY,IZZATNAGAR POLICE STATION BLY,28.389255,79.433803,active,semi_urban,osm
UNIT-0535,station,UP-BAY,Police Station – Bareilly,28.336105,79.411044,active,semi_urban,osm
UNIT-0536,station,UP-BUD,Police Station – Budaun,28.035551,79.136557,active,rural,osm
UNIT-0537,station,UP-BUD,Reserve Police,28.025669,79.130090,active,rural,osm
UNIT-0538,station,UP-BUD,Police Station – Budaun,28.022861,79.129325,active,rural,osm
UNIT-0539,station,UP-BUD,Police Station – Budaun,28.023001,79.129515,active,rural,osm
UNIT-0540,station,UP-BUD,Police Station – Budaun,28.308134,78.936467,inactive,rural,osm
UNIT-0541,station,JH-RAN,Tupudana OP Police Station,23.264913,85.304631,inactive,semi_urban,osm
UNIT-0542,station,JH-RAN,Hatia Police Station,23.288188,85.311774,active,semi_urban,osm
UNIT-0543,station,JH-RAN,Jharkhand Police HQ,23.292828,85.300738,active,semi_urban,osm
UNIT-0544,station,JH-RAN,Dhurwa Police Station,23.297498,85.276047,active,semi_urban,osm
UNIT-0545,station,JH-RAN,Jagarnathpur Thana Police Station,23.321305,85.303124,active,semi_urban,osm
UNIT-0546,station,JH-RAN,Doronda Police Station,23.338777,85.321798,active,semi_urban,osm
UNIT-0547,station,JH-RAN,Chutia Police Station.,23.353612,85.337834,active,semi_urban,osm
UNIT-0548,station,JH-RAN,Kotwali Police Station,23.370881,85.321806,active,semi_urban,osm
UNIT-0549,station,JH-RAN,Kotwali Thana Ranchi Police Station,23.370756,85.322033,inactive,semi_urban,osm
UNIT-0550,station,JH-RAN,Mahila Thana Campus Police Station,23.370872,85.322262,active,semi_urban,osm
UNIT-0551,station,JH-RAN,police station,23.366015,85.324564,active,semi_urban,osm
UNIT-0552,station,JH-RAN,Lalpur Police Station,23.371628,85.335386,active,semi_urban,osm
UNIT-0553,station,JH-RAN,Pandra Police Station,23.388659,85.277912,active,semi_urban,osm
UNIT-0554,station,MH-CHA,Police Station,20.611540,79.865065,active,semi_urban,osm
UNIT-0555,station,MH-GAD,Police Station – Gadchiroli,20.617446,79.965169,active,rural,osm
UNIT-0556,station,MH-GAD,"Police Station, Ghot",19.815496,79.984702,active,rural,osm
UNIT-0557,station,MH-GAD,Police Station Chamorshi,19.944577,79.891335,active,rural,osm
UNIT-0558,station,MH-CHA,Ramnagar police station,19.965613,79.299923,active,semi_urban,osm
UNIT-0559,station,MH-CHA,CITY POLICE STATION,19.946284,79.296348,active,semi_urban,osm
UNIT-0560,station,JH-RAN,Pithoria Police Station,23.524273,85.296538,active,semi_urban,osm
UNIT-0561,station,MH-CHA,Shastri Nagar Police Chowki,19.966223,79.311876,active,semi_urban,osm
UNIT-0562,station,MH-CHA,Mahakali ward police chauki,19.939777,79.308109,active,semi_urban,osm
UNIT-0563,station,MH-SOL,Vijapur Naka Police Station,17.639086,75.899935,active,semi_urban,osm
UNIT-0564,station,MH-SOL,I.T.I Police Station,17.643826,75.898601,inactive,semi_urban,osm
UNIT-0565,station,MH-SOL,Inter State Border Check Post Police Station,17.451078,75.848434,active,semi_urban,osm
UNIT-0566,station,UP-LKO,Police Chowki Chowk,26.865774,80.908893,active,urban,osm
UNIT-0567,station,UP-LKO,Police Chowki,26.848260,80.924363,active,urban,osm
UNIT-0568,station,UP-LKO,Police Station – Lucknow,26.847647,80.939657,active,urban,osm
UNIT-0569,station,UP-LKO,Police Station Babuganj,26.871297,80.933224,active,urban,osm
UNIT-0570,station,UP-LKO,Hazratganj Police Station,26.847189,80.946096,active,urban,osm
UNIT-0571,station,UP-LKO,Ghazipur Police Station,26.872677,80.983644,active,urban,osm
UNIT-0572,station,UP-LKO,Lekhraj Police Chauki,26.871084,80.973690,active,urban,osm
UNIT-0573,station,UP-LKO,Mahanagar Police Station,26.873085,80.958727,active,urban,osm
UNIT-0574,station,UP-LKO,Police Chowki Gole Market,26.873508,80.957599,active,urban,osm
UNIT-0575,station,UP-LKO,UP Police Radio Headquarters,26.879013,80.958573,active,urban,osm
UNIT-0576,station,UP-LKO,Gudamba Police Station,26.918832,80.964448,active,urban,osm
UNIT-0577,station,UP-LKO,Sec 8 Police Station,26.877684,81.002674,active,urban,osm
UNIT-0578,station,UP-LKO,Police Chowki Polytechnic,26.873099,80.995216,active,urban,osm
UNIT-0579,station,UP-LKO,Gomti Nagar Police Station,26.854502,80.994377,active,urban,osm
UNIT-0580,station,UP-SHR,RTO office bhinga sravasti Police Station,27.707036,81.906323,active,rural,osm
UNIT-0581,station,UP-SHR,bhartiya shashtra seema bal Police Station,27.699483,81.879837,active,rural,osm
UNIT-0582,station,MH-PAL,Police chouki,20.124283,72.917237,inactive,urban,osm
UNIT-0583,station,MH-PAL,police station talasari,20.118724,72.918036,active,urban,osm
UNIT-0584,station,MH-PAL,Dhundaleadi Police Stestion,20.049949,72.918809,active,urban,osm
UNIT-0585,station,MH-PAL,Udhava police station,20.091938,73.005191,active,urban,osm
UNIT-0586,station,MH-PAL,Police Station – Palghar,19.705944,72.767618,active,urban,osm
UNIT-0587,station,MH-PAL,Mahim Police Station,19.648345,72.722819,active,urban,osm
UNIT-0588,station,MH-PAL,Kelve Road Police station,19.623065,72.790394,inactive,urban,osm
UNIT-0589,station,MH-PAL,Saphale police station,19.578850,72.821524,active,urban,osm
UNIT-0590,station,MH-PAL,Pargaon Coastal Checkpost Police Station,19.596480,72.883721,active,urban,osm
